"pathway","num_genes","num_TGs","min","q25","mean","median","q75","max","TG_prop"
"Peroxisomal lipid metabolism",28,7,1,5,18.5714285714286,8,22,67,0.25
"Peroxisomal protein import",63,18,1,6.25,26.3888888888889,12,21.75,181,0.285714285714286
"Pervasive developmental disorders",13,3,5,11.5,23,18,32,46,0.230769230769231
"Pexophagy",11,6,14,16.5,30.6666666666667,21.5,40.75,65,0.545454545454545
"Phase 0 - rapid depolarisation",32,7,1,5.5,40.8571428571429,10,17.5,229,0.21875
"Phase 1 - inactivation of fast Na+ channels",7,2,69,99.5,130,130,160.5,191,0.285714285714286
"Phase 2 - plateau phase",15,4,10,17.5,96,72.5,151,229,0.266666666666667
"Phase 3 - rapid repolarisation",9,2,30,53.75,77.5,77.5,101.25,125,0.222222222222222
"Phase 4 - resting membrane potential",19,3,8,18.5,26,29,35,41,0.157894736842105
"Phase I - Functionalization of compounds",104,25,2,10,55.08,21,45,411,0.240384615384615
"Phase II - Conjugation of compounds",105,23,1,10.5,42.6086956521739,22,54.5,296,0.219047619047619
"Phenylalanine and tyrosine metabolism",11,3,23,31,118,39,165.5,292,0.272727272727273
"Phenylalanine metabolism",6,3,23,31,118,39,165.5,292,0.5
"Phenylketonuria",1,1,39,39,39,39,39,39,1
"Phosphate bond hydrolysis by NTPDase proteins",8,4,11,24.5,104.5,62,142,283,0.5
"Phosphate bond hydrolysis by NUDT proteins",7,3,49,67.5,76.3333333333333,86,90,94,0.428571428571429
"Phospholipase C-mediated cascade: FGFR1",16,1,10,10,10,10,10,10,0.0625
"Phospholipase C-mediated cascade; FGFR2",18,2,3,4.75,6.5,6.5,8.25,10,0.111111111111111
"Phospholipase C-mediated cascade; FGFR3",13,2,10,19.25,28.5,28.5,37.75,47,0.153846153846154
"Phospholipase C-mediated cascade; FGFR4",15,0,NA,NA,NA,NA,NA,NA,0
"Phospholipid metabolism",212,68,1,8.75,69.2058823529412,25.5,62.5,511,0.320754716981132
"Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes",22,9,2,28,79.3333333333333,66,102,215,0.409090909090909
"Phosphorylation and nuclear translocation of BMAL1 (ARNTL) and CLOCK",5,2,2,5,8,8,11,14,0.4
"Phosphorylation and nuclear translocation of the CRY:PER:kinase complex",14,5,14,66,86.2,73,77,201,0.357142857142857
"Phosphorylation of CD3 and TCR zeta chains",27,4,2,5,19.5,17,31.5,42,0.148148148148148
"Phosphorylation of CLOCK, acetylation of BMAL1 (ARNTL) at target gene promoters",11,5,2,66,82.2,77,102,164,0.454545454545455
"Phosphorylation of Emi1",6,2,39,83.75,128.5,128.5,173.25,218,0.333333333333333
"Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes",4,0,NA,NA,NA,NA,NA,NA,0
"Phosphorylation of the APC/C",20,4,4,12.25,26.75,27,41.5,49,0.2
"Physiological factors",14,3,25,47,60.3333333333333,69,78,87,0.214285714285714
"Plasma lipoprotein assembly",19,4,1,4,24.5,13,33.5,71,0.210526315789474
"Plasma lipoprotein assembly, remodeling, and clearance",75,26,1,10,54.6923076923077,20.5,28,388,0.346666666666667
"Plasma lipoprotein clearance",37,19,1,16.5,71.1052631578947,22,68,388,0.513513513513513
"Plasma lipoprotein remodeling",34,6,1,8.5,19.3333333333333,10,14.5,71,0.176470588235294
"Plasmalogen biosynthesis",3,1,36,36,36,36,36,36,0.333333333333333
"Platelet Adhesion to exposed collagen",16,4,12,15.75,35.75,28.5,48.5,74,0.25
"Platelet Aggregation (Plug Formation)",39,10,2,7.5,86.2,26.5,47,394,0.256410256410256
"Platelet activation, signaling and aggregation",261,80,1,7.75,53.325,21.5,51.75,433,0.306513409961686
"Platelet calcium homeostasis",28,9,1,8,59.1111111111111,28,58,268,0.321428571428571
"Platelet degranulation ",127,40,1,10.5,63.45,34,60.75,433,0.31496062992126
"Platelet homeostasis",86,27,1,8.5,46.8888888888889,22,51.5,268,0.313953488372093
"Platelet sensitization by LDL",17,10,2,9.5,55.5,41,55.5,262,0.588235294117647
"Plus-strand DNA synthesis",1,1,23,23,23,23,23,23,1
"Polo-like kinase mediated events",16,4,7,12.25,29.5,26.5,43.75,58,0.25
"Polymerase switching",14,4,8,13.25,30.5,30,47.25,54,0.285714285714286
"Polymerase switching on the C-strand of the telomere",26,8,8,13.5,69,49.5,117.5,183,0.307692307692308
"Positive Regulation of CDH1 Gene Transcription",12,6,4,28.25,109.333333333333,106,147,277,0.5
"Positive epigenetic regulation of rRNA expression",105,46,1,11.25,72.4782608695652,24,82,498,0.438095238095238
"Post NMDA receptor activation events",81,27,1,7,72,26,37,597,0.333333333333333
"Post-chaperonin tubulin folding pathway",23,5,22,31,105.8,34,97,345,0.217391304347826
"Post-transcriptional silencing by small RNAs",7,4,38,59.75,143.5,82.5,166.25,371,0.571428571428571
"Post-translational modification: synthesis of GPI-anchored proteins",93,21,2,13,68.9523809523809,30,102,306,0.225806451612903
"Post-translational protein modification",1497,467,1,10,68.0556745182013,23,67.5,829,0.311957247828991
"Post-translational protein phosphorylation",107,28,2,8.75,48.6428571428571,26,52.5,255,0.261682242990654
"Postmitotic nuclear pore complex (NPC) reformation",27,13,3,13,93.7692307692308,35,156,383,0.481481481481481
"Postsynaptic nicotinic acetylcholine receptors",14,4,13,16,20.25,18.5,22.75,31,0.285714285714286
"Potassium Channels",103,26,1,11.25,71.4230769230769,28.5,53.75,744,0.252427184466019
"Potassium transport channels",3,1,225,225,225,225,225,225,0.333333333333333
"Potential therapeutics for SARS",154,29,2,12,61.0344827586207,27,66,498,0.188311688311688
"Pre-NOTCH Expression and Processing",124,42,4,12.25,109.595238095238,62.5,106,829,0.338709677419355
"Pre-NOTCH Processing in Golgi",18,2,58,250.75,443.5,443.5,636.25,829,0.111111111111111
"Pre-NOTCH Processing in the Endoplasmic Reticulum",6,1,190,190,190,190,190,190,0.166666666666667
"Pre-NOTCH Transcription and Translation",108,39,4,11.5,90.4102564102564,58,100.5,802,0.361111111111111
"Prednisone ADME",10,1,8,8,8,8,8,8,0.1
"Prefoldin mediated transfer of substrate  to CCT/TriC",28,7,17,26.5,95.8571428571429,34,111,345,0.25
"Pregnenolone biosynthesis",12,4,9,18,123.25,34.5,139.75,415,0.333333333333333
"Presynaptic depolarization and calcium channel opening",11,2,189,199,209,209,219,229,0.181818181818182
"Presynaptic function of Kainate receptors",21,4,9,11.25,18.25,17,24,30,0.19047619047619
"Presynaptic nicotinic acetylcholine receptors",12,4,13,16,20.25,18.5,22.75,31,0.333333333333333
"Presynaptic phase of homologous DNA pairing and strand exchange",40,11,2,12,72.2727272727273,40,57.5,425,0.275
"Prevention of phagosomal-lysosomal fusion",9,3,15,18.5,34,22,43.5,65,0.333333333333333
"Processing and activation of SUMO",10,4,9,18.75,31.5,22.5,35.25,72,0.4
"Processing of Capped Intron-Containing Pre-mRNA",283,97,1,10,65.1546391752577,22,55,492,0.342756183745583
"Processing of Capped Intronless Pre-mRNA",29,12,7,18.5,44.3333333333333,22,41.25,177,0.413793103448276
"Processing of DNA double-strand break ends",97,39,2,10,70.1282051282051,22,82,608,0.402061855670103
"Processing of Intronless Pre-mRNAs",20,7,7,22,57,22,74.5,177,0.35
"Processing of SMDT1",16,5,4,15,49,51,62,113,0.3125
"Processive synthesis on the C-strand of the telomere",19,8,2,8.75,45.875,25.5,55.5,183,0.421052631578947
"Processive synthesis on the lagging strand",15,6,2,8.75,30,28,51.75,60,0.4
"Programmed Cell Death",198,60,1,10,38.6333333333333,22.5,44.5,353,0.303030303030303
"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2",3,3,4,12,43.3333333333333,20,63,106,1
"Prolactin receptor signaling",15,7,10,40,64.1428571428571,69,88.5,113,0.466666666666667
"Proline catabolism",3,0,NA,NA,NA,NA,NA,NA,0
"Prolonged ERK activation events",14,5,2,31,101.8,38,44,394,0.357142857142857
"Propionyl-CoA catabolism",5,1,5,5,5,5,5,5,0.2
"Prostacyclin signalling through prostacyclin receptor",19,4,9,11.25,22.75,17,28.5,48,0.210526315789474
"Prostanoid ligand receptors",9,4,4,12.25,57.25,22,67,181,0.444444444444444
"Proteasome assembly",52,15,1,7,34.8666666666667,14,55.5,147,0.288461538461538
"Protein folding",98,21,6,12,68.7142857142857,31,97,345,0.214285714285714
"Protein hydroxylation",20,8,5,14.75,92.875,34.5,89,386,0.4
"Protein lipoylation",10,5,1,9,73.2,12,58,286,0.5
"Protein localization",164,43,1,8.5,54.953488372093,19,66,384,0.26219512195122
"Protein methylation",17,5,2,15,135.6,151,227,283,0.294117647058824
"Protein repair",6,1,7,7,7,7,7,7,0.166666666666667
"Protein ubiquitination",79,33,4,14,95.1818181818182,29,79,578,0.417721518987342
"Protein-protein interactions at synapses",87,22,1,12.75,58.0454545454545,29.5,52.5,215,0.252873563218391
"Proton-coupled monocarboxylate transport",6,1,307,307,307,307,307,307,0.166666666666667
"Proton-coupled neutral amino acid transporters",2,0,NA,NA,NA,NA,NA,NA,0
"Proton/oligopeptide cotransporters",3,0,NA,NA,NA,NA,NA,NA,0
"Purine catabolism",17,3,49,67.5,76.3333333333333,86,90,94,0.176470588235294
"Purine ribonucleoside monophosphate biosynthesis",11,5,2,9,21,11,41,42,0.454545454545455
"Purine salvage",13,3,9,27.5,45,46,63,80,0.230769230769231
"Purinergic signaling in leishmaniasis infection",26,7,11,13,57.5714285714286,29,79.5,178,0.269230769230769
"Pyrimidine biosynthesis",3,2,5,8.5,12,12,15.5,19,0.666666666666667
"Pyrimidine catabolism",12,3,1,1.5,6.33333333333333,2,9,16,0.25
"Pyrimidine salvage",11,3,1,6,11,11,16,21,0.272727272727273
"Pyrophosphate hydrolysis",3,1,39,39,39,39,39,39,0.333333333333333
"Pyroptosis",27,5,1,2,10.6,7,21,22,0.185185185185185
"Pyruvate metabolism",49,19,1,15,57.0526315789474,24,65.5,204,0.387755102040816
"RA biosynthesis pathway",22,1,2,2,2,2,2,2,0.0454545454545455
"RAB GEFs exchange GTP for GDP on RABs",90,26,2,15.5,105.384615384615,36,85.5,653,0.288888888888889
"RAB geranylgeranylation",65,18,1,18.25,98.7222222222222,34,101.5,653,0.276923076923077
"RAC1 GTPase cycle",184,65,1,9,60.4307692307692,23,57,486,0.353260869565217
"RAC2 GTPase cycle",88,29,1,13,70.0344827586207,23,52,486,0.329545454545455
"RAC3 GTPase cycle",94,30,1,7.75,64.6333333333333,18.5,43.5,486,0.319148936170213
"RAF activation",34,13,1,17,59.6923076923077,26,43,262,0.382352941176471
"RAF-independent MAPK1/3 activation",23,7,2,7,34.5714285714286,26,43.5,113,0.304347826086957
"RAF/MAP kinase cascade",265,85,1,10,40.4,22,44,303,0.320754716981132
"RAS GTPase cycle mutants",3,1,26,26,26,26,26,26,0.333333333333333
"RAS processing",24,10,10,13.5,25.7,24,30,65,0.416666666666667
"RAS signaling downstream of NF1 loss-of-function variants",7,3,4,15,53.3333333333333,26,78,130,0.428571428571429
"RET signaling",40,9,3,19,33.8888888888889,29,56,73,0.225
"RHO GTPase Effectors",323,109,1,10,57.3211009174312,28,68,390,0.337461300309598
"RHO GTPase cycle",450,147,1,9.5,57.5238095238095,24,56.5,486,0.326666666666667
"RHO GTPases Activate Formins",140,46,1,9,58.4130434782609,28,46.25,383,0.328571428571429
"RHO GTPases Activate NADPH Oxidases",24,6,2,3.5,23.8333333333333,7,42.75,70,0.25
"RHO GTPases Activate ROCKs",19,9,2,13,72,59,142,164,0.473684210526316
"RHO GTPases Activate Rhotekin and Rhophilins",9,3,20,44,84,68,116,164,0.333333333333333
"RHO GTPases Activate WASPs and WAVEs",36,12,2,9.75,87.3333333333333,33.5,86.5,390,0.333333333333333
"RHO GTPases activate CIT",19,9,2,9,63.1111111111111,33,142,164,0.473684210526316
"RHO GTPases activate IQGAPs",32,11,2,16,61.7272727272727,34,45,345,0.34375
"RHO GTPases activate KTN1",11,3,3,6,18.6666666666667,9,26.5,44,0.272727272727273
"RHO GTPases activate PAKs",21,11,2,10,69.0909090909091,33,93,291,0.523809523809524
"RHO GTPases activate PKNs",93,35,2,10,53.6,33,82,164,0.376344086021505
"RHO GTPases regulate CFTR trafficking",3,1,12,12,12,12,12,12,0.333333333333333
"RHOA GTPase cycle",149,49,1,9,58.8163265306122,20,47,486,0.328859060402685
"RHOB GTPase cycle",70,25,1,15,58.56,20,52,351,0.357142857142857
"RHOBTB GTPase Cycle",35,9,12,21,60,26,61,177,0.257142857142857
"RHOBTB1 GTPase cycle",23,6,17,22.25,55.3333333333333,28,53.25,177,0.260869565217391
"RHOBTB2 GTPase cycle",23,5,12,17,50.2,23,26,173,0.217391304347826
"RHOBTB3 ATPase cycle",10,3,10,19.5,61.3333333333333,29,87,145,0.3
"RHOC GTPase cycle",74,19,1,10,43.2631578947368,19,44.5,308,0.256756756756757
"RHOD GTPase cycle",53,16,1,13.5,32.125,17,42.25,126,0.30188679245283
"RHOF GTPase cycle",42,15,1,7,43.7333333333333,16,33.5,230,0.357142857142857
"RHOG GTPase cycle",74,25,1,8,63.76,25,52,486,0.337837837837838
"RHOH GTPase cycle",37,14,1,5.5,51.6428571428571,27.5,55,283,0.378378378378378
"RHOJ GTPase cycle",55,21,1,6,52.7619047619048,21,44,486,0.381818181818182
"RHOQ GTPase cycle",59,25,1,7,58.88,31,91,386,0.423728813559322
"RHOT1 GTPase cycle",5,2,2,3.25,4.5,4.5,5.75,7,0.4
"RHOT2 GTPase cycle",7,4,1,1.75,6,4.5,8.75,14,0.571428571428571
"RHOU GTPase cycle",40,14,3,13.25,32.2142857142857,23.5,39.25,130,0.35
"RHOV GTPase cycle",37,14,3,15.5,35.8571428571429,31,41.5,130,0.378378378378378
"RIP-mediated NFkB activation via ZBP1",17,7,3,16,37,45,56.5,66,0.411764705882353
"RIPK1-mediated regulated necrosis",32,14,5,15.5,26.0714285714286,23,26.75,65,0.4375
"RMTs methylate histone arginines",78,22,5,18.5,68.2727272727273,58,100,301,0.282051282051282
"RNA Pol II CTD phosphorylation and interaction with CE",27,10,1,8.25,120.8,22,94,653,0.37037037037037
"RNA Pol II CTD phosphorylation and interaction with CE during HIV infection",27,10,1,8.25,120.8,22,94,653,0.37037037037037
"RNA Polymerase I Promoter Clearance",109,44,1,10,60.4545454545455,22.5,79.75,498,0.403669724770642
"RNA Polymerase I Promoter Escape",90,35,1,10,54.1142857142857,23,80.5,309,0.388888888888889
"RNA Polymerase I Promoter Opening",62,24,2,10,49.5416666666667,36,82,159,0.387096774193548
"RNA Polymerase I Transcription",110,44,1,10,60.4545454545455,22.5,79.75,498,0.4
"RNA Polymerase I Transcription Initiation",47,19,1,16,77.3157894736842,23,68.5,498,0.404255319148936
"RNA Polymerase I Transcription Termination",31,12,1,5,58.9166666666667,20.5,56.5,309,0.387096774193548
"RNA Polymerase II HIV Promoter Escape",47,13,1,6,50.5384615384615,21,50,309,0.276595744680851
"RNA Polymerase II Pre-transcription Events",81,24,1,13.5,71.2916666666667,23,57.25,482,0.296296296296296
"RNA Polymerase II Promoter Escape",47,13,1,6,50.5384615384615,21,50,309,0.276595744680851
"RNA Polymerase II Transcription",1374,467,1,9,61.3169164882227,23,65,845,0.339883551673945
"RNA Polymerase II Transcription Elongation",58,20,1,15,80.45,23,84,482,0.344827586206897
"RNA Polymerase II Transcription Initiation",47,13,1,6,50.5384615384615,21,50,309,0.276595744680851
"RNA Polymerase II Transcription Initiation And Promoter Clearance",47,13,1,6,50.5384615384615,21,50,309,0.276595744680851
"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening",47,13,1,6,50.5384615384615,21,50,309,0.276595744680851
"RNA Polymerase II Transcription Termination",67,21,1,10,33.1428571428571,22,35,177,0.313432835820896
"RNA Polymerase III Abortive And Retractive Initiation",41,20,1,13.5,154.45,40,127.75,1151,0.48780487804878
"RNA Polymerase III Chain Elongation",18,10,1,23.75,73.8,42.5,76.75,309,0.555555555555556
"RNA Polymerase III Transcription",41,20,1,13.5,154.45,40,127.75,1151,0.48780487804878
"RNA Polymerase III Transcription Initiation",36,17,1,15,71.4117647058823,40,79,309,0.472222222222222
"RNA Polymerase III Transcription Initiation From Type 1 Promoter",28,15,1,19,63.6,40,74.5,309,0.535714285714286
"RNA Polymerase III Transcription Initiation From Type 2 Promoter",27,15,1,19,63.6,40,74.5,309,0.555555555555556
"RNA Polymerase III Transcription Initiation From Type 3 Promoter",28,13,1,15,77.3846153846154,40,79,309,0.464285714285714
"RNA Polymerase III Transcription Termination",23,13,1,23,201,45,130,1151,0.565217391304348
"RNA polymerase II transcribes snRNA genes",81,33,1,6,50.8787878787879,17,36,310,0.407407407407407
"RND1 GTPase cycle",42,14,1,10,45.1428571428571,18,47.5,231,0.333333333333333
"RND2 GTPase cycle",43,16,1,6.75,20.875,15,31,67,0.372093023255814
"RND3 GTPase cycle",42,17,1,3,33.2352941176471,18,32,231,0.404761904761905
"ROBO receptors bind AKAP5",9,2,18,27.25,36.5,36.5,45.75,55,0.222222222222222
"RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression",26,10,4,7.5,72.9,21,137.5,240,0.384615384615385
"ROS and RNS production in phagocytes",36,12,1,4.5,39.5833333333333,13.5,60.25,208,0.333333333333333
"RPIA deficiency: failed conversion of R5P to RU5P",1,0,NA,NA,NA,NA,NA,NA,0
"RPIA deficiency: failed conversion of RU5P to R5P",1,0,NA,NA,NA,NA,NA,NA,0
"RSK activation",7,3,2,4.5,13.6666666666667,7,19.5,32,0.428571428571429
"RSV-host interactions",98,28,1,14.75,103.357142857143,33.5,79.75,915,0.285714285714286
"RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)",10,3,21,41,63,61,84,107,0.3
"RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known",37,15,9,14,68,23,90,301,0.405405405405405
"RUNX1 regulates estrogen receptor mediated transcription",6,2,61,72.5,84,84,95.5,107,0.333333333333333
"RUNX1 regulates expression of components of tight junctions",5,3,11,36,59.6666666666667,61,84,107,0.6
"RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function",96,37,4,12,65,58,98,371,0.385416666666667
"RUNX1 regulates transcription of genes involved in BCR signaling",6,3,61,81,89.6666666666667,101,104,107,0.5
"RUNX1 regulates transcription of genes involved in WNT signaling",6,3,22,41.5,63.3333333333333,61,84,107,0.5
"RUNX1 regulates transcription of genes involved in differentiation of HSCs",116,43,4,10.5,59.4186046511628,55,82,385,0.370689655172414
"RUNX1 regulates transcription of genes involved in differentiation of keratinocytes",8,4,7,47.5,73.25,84,109.75,118,0.5
"RUNX1 regulates transcription of genes involved in differentiation of myeloid cells",7,4,9,48,85.25,84,121.25,164,0.571428571428571
"RUNX1 regulates transcription of genes involved in interleukin signaling",5,3,61,84,337.666666666667,107,476,845,0.6
"RUNX2 regulates bone development",31,14,1,7,49.5,13,64.75,306,0.451612903225806
"RUNX2 regulates chondrocyte maturation",5,4,6,8.25,26.5,19.5,37.75,61,0.8
"RUNX2 regulates genes involved in cell migration",8,4,3,7.5,26.25,20.5,39.25,61,0.5
"RUNX2 regulates genes involved in differentiation of myeloid cells",4,3,9,35,59,61,84,107,0.75
"RUNX2 regulates osteoblast differentiation",24,9,2,7,55,11,61,306,0.375
"RUNX3 Regulates Immune Response and Cell Migration",6,2,23,32.5,42,42,51.5,61,0.333333333333333
"RUNX3 regulates BCL2L11 (BIM) transcription",5,2,1,1.5,2,2,2.5,3,0.4
"RUNX3 regulates CDKN1A transcription",7,3,1,4,7.33333333333333,7,10.5,14,0.428571428571429
"RUNX3 regulates NOTCH signaling",14,7,9,15.5,106.714285714286,25,143,396,0.5
"RUNX3 regulates RUNX1-mediated transcription",3,2,61,72.5,84,84,95.5,107,0.666666666666667
"RUNX3 regulates WNT signaling",8,1,127,127,127,127,127,127,0.125
"RUNX3 regulates YAP1-mediated transcription",8,3,4,5.5,8.66666666666667,7,11,15,0.375
"RUNX3 regulates p14-ARF",10,5,14,30,73.6,61,107,156,0.5
"Rab regulation of trafficking",122,36,1,15,90.6388888888889,32.5,89.25,653,0.295081967213115
"Rap1 signalling",16,4,19,19.75,34.25,32,46.5,54,0.25
"Ras activation upon Ca2+ influx through NMDA receptor",20,8,1,5,23.125,30,35.25,45,0.4
"Reactions specific to the complex N-glycan synthesis pathway",10,0,NA,NA,NA,NA,NA,NA,0
"Reactions specific to the hybrid N-glycan synthesis pathway",1,0,NA,NA,NA,NA,NA,NA,0
"Receptor Mediated Mitophagy",11,2,14,28.75,43.5,43.5,58.25,73,0.181818181818182
"Receptor-type tyrosine-protein phosphatases",20,4,2,14.75,112,115.5,212.75,215,0.2
"Recognition and association of DNA glycosylase with site containing an affected purine",55,22,4,10,52.9090909090909,25.5,82,183,0.4
"Recognition and association of DNA glycosylase with site containing an affected pyrimidine",60,23,4,10,52.0869565217391,15,82,183,0.383333333333333
"Recognition of DNA damage by PCNA-containing replication complex",30,12,2,12.5,26.0833333333333,16,39,65,0.4
"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks",77,32,4,10,62.96875,14.5,79.75,608,0.415584415584416
